"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"30 - 39","GL",202101,18,273,0.096,9.6,5559,323.8,4910.96,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",2,35.98,12.5,-3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","GR",202101,98,1331,0.191,19.1,25696,381.38,5179.79,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",25,97.29,34.2,5.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","JU",202101,44,731,0.182,18.2,8640,509.26,8460.65,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",5,57.87,12.8,0.900000000000002,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","LU",202101,206,3208,0.164,16.4,59014,349.07,5436,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-22,-37.28,-9.6,-1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","NE",202101,71,1805,0.148,14.8,22946,309.42,7866.29,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",10,43.58,16.4,0.799999999999997,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","NW",202101,26,237,0.224,22.4,5460,476.19,4340.66,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",3,54.94,13,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","OW",202101,14,208,0.2,20,4908,285.25,4237.98,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",5,101.88,55.6,4.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","SG",202101,276,4696,0.164,16.4,71092,388.23,6605.53,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",9,12.66,3.4,0.900000000000002,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","SH",202101,23,498,0.16,16,10984,209.4,4533.87,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",0,0,0,0.800000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","SO",202101,98,1810,0.152,15.2,37255,263.05,4858.41,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-8,-21.48,-7.5,0.300000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","SZ",202101,73,1249,0.15,15,21530,339.06,5801.21,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",1,4.64,1.4,-0.800000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","TG",202101,115,2075,0.149,14.9,39138,293.83,5301.75,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",9,22.99,8.5,1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","TI",202101,152,3534,0.126,12.6,39922,380.74,8852.26,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-47,-117.73,-23.6,0.199999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","UR",202101,12,195,0.14,14,4490,267.26,4342.98,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-5,-111.36,-29.4,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","VD",202101,365,10653,0.186,18.6,116644,312.92,9132.92,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",1,0.86,0.3,-1.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","VS",202101,160,4367,0.162,16.2,45872,348.8,9519.97,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",23,50.14,16.8,0.699999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","ZG",202101,48,865,0.139,13.9,18383,261.11,4705.43,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-22,-119.68,-31.4,-5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","ZH",202101,714,14740,0.178,17.8,253964,281.14,5803.97,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-182,-71.67,-20.3,-1.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","AG",202101,273,4936,0.153,15.3,94902,287.67,5201.15,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-27,-28.45,-9,0.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","AI",202101,5,100,0.147,14.7,2002,249.75,4995,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-7,-349.65,-58.3,-10.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","AR",202101,16,340,0.086,8.6,7075,226.15,4805.65,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-3,-42.4,-15.8,-3.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","BE",202101,345,6992,0.15,15,137708,250.53,5077.41,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-37,-26.87,-9.7,-0.199999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","BL",202101,85,1813,0.155,15.5,39007,217.91,4647.88,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-14,-35.89,-14.1,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","BS",202101,67,1354,0.159,15.9,26859,249.45,5041.14,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",14,52.12,26.4,2.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","FL",202101,21,372,0.189,18.9,5499,381.89,6764.87,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-15,-272.77,-41.7,-0.500000000000004,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","FR",202101,95,3891,0.153,15.3,45232,210.03,8602.32,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",11,24.32,13.1,-0.700000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","GE",202101,130,8183,0.147,14.7,76190,170.63,10740.25,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-40,-52.5,-23.5,-3.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","GL",202101,22,283,0.117,11.7,5149,427.27,5496.21,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",4,77.69,22.2,-2.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","GR",202101,69,1337,0.135,13.5,26347,261.89,5074.58,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-12,-45.55,-14.8,-1.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","JU",202101,26,679,0.107,10.7,9160,283.84,7412.66,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-12,-131.01,-31.6,-6.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","LU",202101,184,2733,0.146,14.6,55340,332.49,4938.56,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-13,-23.49,-6.6,-0.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","NE",202101,72,2014,0.15,15,24822,290.07,8113.77,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",5,20.15,7.5,-0.299999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","NW",202101,15,241,0.129,12.9,5612,267.28,4294.37,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-5,-89.1,-25,-3.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","OW",202101,5,192,0.071,7.1,5030,99.4,3817.1,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-1,-19.88,-16.7,-3.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","SG",202101,228,4303,0.135,13.5,66235,344.23,6496.57,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-27,-40.76,-10.6,-1.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","SH",202101,23,481,0.16,16,10434,220.43,4609.93,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",5,47.92,27.8,4.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","SO",202101,85,1628,0.132,13.2,35831,237.22,4543.55,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-19,-53.03,-18.3,-1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","SZ",202101,78,1243,0.16,16,22712,343.43,5472.88,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",4,17.61,5.4,-0.199999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202101,97,1808,0.126,12.6,36766,263.83,4917.59,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-23,-62.56,-19.2,-2.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202101,199,4257,0.165,16.5,50723,392.33,8392.64,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-75,-147.86,-27.4,-0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202101,24,207,0.279,27.9,4775,502.62,4335.08,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",10,209.43,71.4,15.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","VD",202101,315,9792,0.16,16,117016,269.19,8368.09,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",9,7.69,2.9,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","VS",202101,149,4268,0.151,15.1,45748,325.7,9329.37,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",34,74.32,29.6,2.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","ZG",202101,51,817,0.147,14.7,19414,262.7,4208.3,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-4,-20.6,-7.3,-0.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","ZH",202101,622,12662,0.155,15.5,228236,272.52,5547.77,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-162,-70.98,-20.7,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","AG",202101,314,5302,0.176,17.6,106964,293.56,4956.81,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-41,-38.33,-11.5,0.499999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","AI",202101,4,137,0.118,11.8,2441,163.87,5612.45,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-3,-122.9,-42.9,-3.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","AR",202101,34,501,0.183,18.3,8854,384.01,5658.46,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",0,0,0,-3.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","BE",202101,374,7641,0.162,16.2,156601,238.82,4879.28,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-48,-30.65,-11.4,-0.600000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","BL",202101,81,2119,0.148,14.8,45905,176.45,4616.05,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-30,-65.35,-27,-2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","BS",202101,58,1388,0.137,13.7,27696,209.42,5011.55,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-5,-18.05,-7.9,-1.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","FL",202101,12,406,0.108,10.8,6072,197.63,6686.43,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-24,-395.26,-66.7,-8.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","FR",202101,88,4191,0.142,14.2,48107,182.93,8711.83,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-6,-12.47,-6.4,-3.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GE",202101,150,7495,0.169,16.9,71485,209.83,10484.72,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",2,2.79,1.4,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GL",202101,30,306,0.16,16,6217,482.55,4921.99,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-8,-128.68,-21.1,-13.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","GR",202101,87,1645,0.17,17,31658,274.81,5196.16,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",4,12.63,4.8,1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","JU",202101,36,840,0.149,14.9,10899,330.31,7707.13,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-1,-9.17,-2.7,-1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","LU",202101,215,3192,0.171,17.1,62117,346.12,5138.69,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-18,-28.98,-7.7,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NE",202101,80,2105,0.167,16.7,25447,314.38,8272.09,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-8,-31.44,-9.1,-3.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","NW",202101,16,341,0.138,13.8,7265,220.23,4693.74,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-1,-13.77,-5.9,0.199999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","OW",202101,16,280,0.229,22.9,6131,260.97,4566.95,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",2,32.62,14.3,-1.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","SG",202101,292,5134,0.173,17.3,76499,381.7,6711.2,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-36,-47.06,-11,-1.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","SH",202101,23,535,0.16,16,12774,180.05,4188.19,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-1,-7.83,-4.2,0.0999999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","SO",202101,115,1994,0.178,17.8,43861,262.19,4546.18,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-24,-54.72,-17.3,-1.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","SZ",202101,95,1584,0.195,19.5,26942,352.61,5879.3,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",16,59.39,20.3,2.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","TG",202101,137,2284,0.178,17.8,44638,306.91,5116.72,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-6,-13.44,-4.2,-0.299999999999997,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","TI",202101,221,4701,0.183,18.3,57478,384.49,8178.78,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-92,-160.07,-29.4,-1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","UR",202101,12,269,0.14,14,5504,218.02,4887.35,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-6,-109.01,-33.3,-2.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","VD",202101,318,9658,0.162,16.2,113315,280.63,8523.14,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",47,41.47,17.3,1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","VS",202101,152,4813,0.154,15.4,52601,288.97,9150.02,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-3,-5.7,-1.9,-2.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","ZG",202101,49,950,0.142,14.2,20806,235.51,4565.99,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-6,-28.84,-10.9,-1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","ZH",202101,639,11904,0.159,15.9,220632,289.62,5395.41,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-131,-59.38,-17,-0.500000000000002,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","AG",202101,165,3190,0.092,9.2,79161,208.44,4029.76,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-50,-63.16,-23.3,-1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","AI",202101,7,93,0.206,20.6,1884,371.55,4936.31,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",3,159.24,75,12.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","AR",202101,27,359,0.145,14.5,7030,384.07,5106.69,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",7,99.57,35,1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","BE",202101,204,4653,0.089,8.9,125570,162.46,3705.5,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-81,-64.51,-28.4,-2.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","BL",202101,57,1164,0.104,10.4,35126,162.27,3313.78,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-16,-45.55,-21.9,-0.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","BS",202101,23,778,0.055,5.5,20767,110.75,3746.33,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-4,-19.26,-14.8,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","FL",202101,13,294,0.117,11.7,4811,270.21,6111,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-11,-228.65,-45.8,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","FR",202101,65,2364,0.105,10.5,33114,196.29,7138.97,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",10,30.2,18.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","GE",202101,84,3658,0.095,9.5,46829,179.38,7811.4,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-3,-6.4,-3.4,0.199999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","GL",202101,15,201,0.08,8,5138,291.94,3912.03,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",3,58.39,25,-1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","GR",202101,56,1011,0.109,10.9,25798,217.07,3918.91,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-18,-69.77,-24.3,-3.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","JU",202101,38,561,0.157,15.7,9044,420.17,6203.01,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",15,165.86,65.2,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","LU",202101,92,1715,0.073,7.3,45366,202.8,3780.36,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-27,-59.51,-22.7,-2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","NE",202101,38,1160,0.079,7.9,18700,203.21,6203.21,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",3,16.04,8.6,-0.0999999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","NW",202101,14,188,0.121,12.1,5645,248.01,3330.38,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",-4,-70.86,-22.2,-2.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","OW",202101,6,129,0.086,8.6,4693,127.85,2748.77,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-01",5,106.54,500,6.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
