date,geoRegion,altersklasse_covid19,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202109,JU,70 - 79,400,altersklasse_covid19,6890,2132,5.81,30.94,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.322,32.2
202110,JU,70 - 79,426,altersklasse_covid19,6890,2558,6.18,37.13,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.301,30.099999999999998
202111,JU,70 - 79,417,altersklasse_covid19,6890,2975,6.05,43.18,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.361,36.1
202112,JU,70 - 79,359,altersklasse_covid19,6890,3334,5.21,48.39,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.282,28.199999999999996
202113,JU,70 - 79,412,altersklasse_covid19,6890,3746,5.98,54.37,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.263,26.3
202114,JU,70 - 79,445,altersklasse_covid19,6890,4191,6.46,60.83,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.281,28.1
202115,JU,70 - 79,624,altersklasse_covid19,6890,4815,9.06,69.88,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.322,32.2
202116,JU,70 - 79,688,altersklasse_covid19,6890,5503,9.99,79.87,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.287,28.7
202117,JU,70 - 79,785,altersklasse_covid19,6890,6288,11.39,91.26,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.289,28.9
202118,JU,70 - 79,966,altersklasse_covid19,6890,7254,14.02,105.28,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.228,22.8
202119,JU,70 - 79,617,altersklasse_covid19,6890,7871,8.96,114.24,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.139,13.900000000000002
202120,JU,70 - 79,622,altersklasse_covid19,6890,8493,9.03,123.27,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.128,12.8
202121,JU,70 - 79,749,altersklasse_covid19,6890,9242,10.87,134.14,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.16,16
202122,JU,70 - 79,684,altersklasse_covid19,6890,9926,9.93,144.06,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.146,14.6
202123,JU,70 - 79,296,altersklasse_covid19,6890,10222,4.3,148.36,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.07,7.000000000000001
202124,JU,70 - 79,215,altersklasse_covid19,6890,10437,3.12,151.48,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.054,5.4
202052,JU,80+,0,altersklasse_covid19,4510,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202053,JU,80+,0,altersklasse_covid19,4510,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202101,JU,80+,212,altersklasse_covid19,4510,212,4.7,4.7,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.396,39.6
202102,JU,80+,145,altersklasse_covid19,4510,357,3.22,7.92,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.33,33
202103,JU,80+,292,altersklasse_covid19,4510,649,6.47,14.39,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.263,26.3
202104,JU,80+,96,altersklasse_covid19,4510,745,2.13,16.52,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.158,15.8
202105,JU,80+,368,altersklasse_covid19,4510,1113,8.16,24.68,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.303,30.3
202106,JU,80+,218,altersklasse_covid19,4510,1331,4.83,29.51,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.239,23.9
202107,JU,80+,339,altersklasse_covid19,4510,1670,7.52,37.03,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.255,25.5
202108,JU,80+,293,altersklasse_covid19,4510,1963,6.5,43.53,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.221,22.1
202109,JU,80+,231,altersklasse_covid19,4510,2194,5.12,48.65,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.186,18.6
202110,JU,80+,307,altersklasse_covid19,4510,2501,6.81,55.45,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.217,21.7
202111,JU,80+,239,altersklasse_covid19,4510,2740,5.3,60.75,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.207,20.7
202112,JU,80+,262,altersklasse_covid19,4510,3002,5.81,66.56,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.206,20.599999999999998
202113,JU,80+,320,altersklasse_covid19,4510,3322,7.1,73.66,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.204,20.4
202114,JU,80+,330,altersklasse_covid19,4510,3652,7.32,80.98,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.209,20.9
202115,JU,80+,336,altersklasse_covid19,4510,3988,7.45,88.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.174,17.4
202116,JU,80+,323,altersklasse_covid19,4510,4311,7.16,95.59,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.135,13.5
202117,JU,80+,419,altersklasse_covid19,4510,4730,9.29,104.88,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.154,15.4
202118,JU,80+,482,altersklasse_covid19,4510,5212,10.69,115.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.114,11.4
202119,JU,80+,313,altersklasse_covid19,4510,5525,6.94,122.51,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.071,7.1
202120,JU,80+,287,altersklasse_covid19,4510,5812,6.36,128.87,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.059,5.8999999999999995
202121,JU,80+,288,altersklasse_covid19,4510,6100,6.39,135.25,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.062,6.2
202122,JU,80+,270,altersklasse_covid19,4510,6370,5.99,141.24,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.058,5.800000000000001
202123,JU,80+,145,altersklasse_covid19,4510,6515,3.22,144.46,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.034,3.4000000000000004
202124,JU,80+,101,altersklasse_covid19,4510,6616,2.24,146.7,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.025,2.5
202052,LU,0 - 9,1,altersklasse_covid19,43077,1,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.002,0.2
202053,LU,0 - 9,0,altersklasse_covid19,43077,1,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202101,LU,0 - 9,5,altersklasse_covid19,43077,6,0.01,0.01,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.001,0.1
202102,LU,0 - 9,0,altersklasse_covid19,43077,6,0,0.01,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202103,LU,0 - 9,0,altersklasse_covid19,43077,6,0,0.01,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202104,LU,0 - 9,3,altersklasse_covid19,43077,9,0.01,0.02,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202105,LU,0 - 9,3,altersklasse_covid19,43077,12,0.01,0.03,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.001,0.1
202106,LU,0 - 9,1,altersklasse_covid19,43077,13,0,0.03,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202107,LU,0 - 9,0,altersklasse_covid19,43077,13,0,0.03,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202108,LU,0 - 9,0,altersklasse_covid19,43077,13,0,0.03,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202109,LU,0 - 9,2,altersklasse_covid19,43077,15,0,0.03,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202110,LU,0 - 9,2,altersklasse_covid19,43077,17,0,0.04,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202111,LU,0 - 9,0,altersklasse_covid19,43077,17,0,0.04,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202112,LU,0 - 9,0,altersklasse_covid19,43077,17,0,0.04,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202113,LU,0 - 9,2,altersklasse_covid19,43077,19,0,0.04,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202114,LU,0 - 9,0,altersklasse_covid19,43077,19,0,0.04,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202115,LU,0 - 9,0,altersklasse_covid19,43077,19,0,0.04,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202116,LU,0 - 9,3,altersklasse_covid19,43077,22,0.01,0.05,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202117,LU,0 - 9,0,altersklasse_covid19,43077,22,0,0.05,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202118,LU,0 - 9,3,altersklasse_covid19,43077,25,0.01,0.06,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202119,LU,0 - 9,1,altersklasse_covid19,43077,26,0,0.06,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202120,LU,0 - 9,2,altersklasse_covid19,43077,28,0,0.06,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202121,LU,0 - 9,0,altersklasse_covid19,43077,28,0,0.06,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202122,LU,0 - 9,1,altersklasse_covid19,43077,29,0,0.07,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202123,LU,0 - 9,2,altersklasse_covid19,43077,31,0,0.07,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202124,LU,0 - 9,1,altersklasse_covid19,43077,32,0,0.07,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202052,LU,10 - 19,14,altersklasse_covid19,40737,14,0.03,0.03,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.023,2.3
202053,LU,10 - 19,7,altersklasse_covid19,40737,21,0.02,0.05,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.013,1.3
202101,LU,10 - 19,40,altersklasse_covid19,40737,61,0.1,0.15,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.012,1.2
202102,LU,10 - 19,18,altersklasse_covid19,40737,79,0.04,0.19,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.005,0.5
202103,LU,10 - 19,12,altersklasse_covid19,40737,91,0.03,0.22,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.003,0.3
202104,LU,10 - 19,43,altersklasse_covid19,40737,134,0.11,0.33,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.006,0.6
202105,LU,10 - 19,29,altersklasse_covid19,40737,163,0.07,0.4,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.009,0.8999999999999999
202106,LU,10 - 19,43,altersklasse_covid19,40737,206,0.11,0.51,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.01,1
202107,LU,10 - 19,32,altersklasse_covid19,40737,238,0.08,0.58,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.005,0.5
202108,LU,10 - 19,61,altersklasse_covid19,40737,299,0.15,0.73,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.008,0.8
202109,LU,10 - 19,64,altersklasse_covid19,40737,363,0.16,0.89,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.008,0.8
202110,LU,10 - 19,53,altersklasse_covid19,40737,416,0.13,1.02,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.01,1
202111,LU,10 - 19,79,altersklasse_covid19,40737,495,0.19,1.22,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.011,1.0999999999999999
202112,LU,10 - 19,43,altersklasse_covid19,40737,538,0.11,1.32,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.004,0.4
202113,LU,10 - 19,108,altersklasse_covid19,40737,646,0.27,1.59,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.013,1.3
202114,LU,10 - 19,44,altersklasse_covid19,40737,690,0.11,1.69,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.005,0.5
202115,LU,10 - 19,73,altersklasse_covid19,40737,763,0.18,1.87,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.007,0.7000000000000001
202116,LU,10 - 19,94,altersklasse_covid19,40737,857,0.23,2.1,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.006,0.6
202117,LU,10 - 19,68,altersklasse_covid19,40737,925,0.17,2.27,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.004,0.4
202118,LU,10 - 19,212,altersklasse_covid19,40737,1137,0.52,2.79,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.009,0.8999999999999999
202119,LU,10 - 19,262,altersklasse_covid19,40737,1399,0.64,3.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.011,1.0999999999999999
202120,LU,10 - 19,586,altersklasse_covid19,40737,1985,1.44,4.87,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.022,2.1999999999999997
202121,LU,10 - 19,488,altersklasse_covid19,40737,2473,1.2,6.07,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.02,2
202122,LU,10 - 19,706,altersklasse_covid19,40737,3179,1.73,7.8,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.025,2.5
202123,LU,10 - 19,590,altersklasse_covid19,40737,3769,1.45,9.25,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.021,2.1
202124,LU,10 - 19,993,altersklasse_covid19,40737,4762,2.44,11.69,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.036,3.5999999999999996
202052,LU,20 - 29,22,altersklasse_covid19,54054,22,0.04,0.04,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.036,3.5999999999999996
202053,LU,20 - 29,17,altersklasse_covid19,54054,39,0.03,0.07,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.031,3.1
202101,LU,20 - 29,154,altersklasse_covid19,54054,193,0.28,0.36,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.046,4.6
202102,LU,20 - 29,260,altersklasse_covid19,54054,453,0.48,0.84,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.07,7.000000000000001
202103,LU,20 - 29,79,altersklasse_covid19,54054,532,0.15,0.98,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.019,1.9
202104,LU,20 - 29,182,altersklasse_covid19,54054,714,0.34,1.32,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.025,2.5
202105,LU,20 - 29,206,altersklasse_covid19,54054,920,0.38,1.7,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.067,6.7
202106,LU,20 - 29,230,altersklasse_covid19,54054,1150,0.43,2.13,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.055,5.5
202107,LU,20 - 29,279,altersklasse_covid19,54054,1429,0.52,2.64,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.048,4.8
202108,LU,20 - 29,380,altersklasse_covid19,54054,1809,0.7,3.35,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.049,4.9
202109,LU,20 - 29,551,altersklasse_covid19,54054,2360,1.02,4.37,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.067,6.7
202110,LU,20 - 29,342,altersklasse_covid19,54054,2702,0.63,5,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.063,6.3
202111,LU,20 - 29,533,altersklasse_covid19,54054,3235,0.99,5.98,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.077,7.7
202112,LU,20 - 29,493,altersklasse_covid19,54054,3728,0.91,6.9,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.051,5.1
202113,LU,20 - 29,546,altersklasse_covid19,54054,4274,1.01,7.91,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.065,6.5
202114,LU,20 - 29,385,altersklasse_covid19,54054,4659,0.71,8.62,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.043,4.3
202115,LU,20 - 29,489,altersklasse_covid19,54054,5148,0.9,9.52,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.048,4.8
202116,LU,20 - 29,577,altersklasse_covid19,54054,5725,1.07,10.59,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.037,3.6999999999999997
202117,LU,20 - 29,390,altersklasse_covid19,54054,6115,0.72,11.31,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.023,2.3
202118,LU,20 - 29,893,altersklasse_covid19,54054,7008,1.65,12.96,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.039,3.9
202119,LU,20 - 29,1325,altersklasse_covid19,54054,8333,2.45,15.42,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.058,5.800000000000001
202120,LU,20 - 29,2796,altersklasse_covid19,54054,11129,5.17,20.59,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.105,10.5
202121,LU,20 - 29,2314,altersklasse_covid19,54054,13443,4.28,24.87,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.093,9.3
202122,LU,20 - 29,3347,altersklasse_covid19,54054,16790,6.19,31.06,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.117,11.700000000000001
202123,LU,20 - 29,2933,altersklasse_covid19,54054,19723,5.43,36.49,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.106,10.6
202124,LU,20 - 29,4369,altersklasse_covid19,54054,24092,8.08,44.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.158,15.8
202052,LU,30 - 39,39,altersklasse_covid19,59014,39,0.07,0.07,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.065,6.5
202053,LU,30 - 39,15,altersklasse_covid19,59014,54,0.03,0.09,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.027,2.7
202101,LU,30 - 39,280,altersklasse_covid19,59014,334,0.47,0.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.083,8.3
202102,LU,30 - 39,495,altersklasse_covid19,59014,829,0.84,1.4,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.133,13.3
202103,LU,30 - 39,151,altersklasse_covid19,59014,980,0.26,1.66,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.036,3.5999999999999996
202104,LU,30 - 39,319,altersklasse_covid19,59014,1299,0.54,2.2,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.044,4.3999999999999995
202105,LU,30 - 39,293,altersklasse_covid19,59014,1592,0.5,2.7,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.095,9.5
202106,LU,30 - 39,428,altersklasse_covid19,59014,2020,0.73,3.42,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.102,10.2
202107,LU,30 - 39,318,altersklasse_covid19,59014,2338,0.54,3.96,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.054,5.4
202108,LU,30 - 39,513,altersklasse_covid19,59014,2851,0.87,4.83,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.066,6.6000000000000005
202109,LU,30 - 39,736,altersklasse_covid19,59014,3587,1.25,6.08,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.09,9
202110,LU,30 - 39,381,altersklasse_covid19,59014,3968,0.65,6.72,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.07,7.000000000000001
202111,LU,30 - 39,678,altersklasse_covid19,59014,4646,1.15,7.87,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.098,9.8
202112,LU,30 - 39,818,altersklasse_covid19,59014,5464,1.39,9.26,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.085,8.5
202113,LU,30 - 39,644,altersklasse_covid19,59014,6108,1.09,10.35,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.076,7.6
202114,LU,30 - 39,519,altersklasse_covid19,59014,6627,0.88,11.23,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.058,5.800000000000001
202115,LU,30 - 39,813,altersklasse_covid19,59014,7440,1.38,12.61,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.079,7.9
202116,LU,30 - 39,838,altersklasse_covid19,59014,8278,1.42,14.03,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.054,5.4
202117,LU,30 - 39,601,altersklasse_covid19,59014,8879,1.02,15.05,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.035,3.5000000000000004
202118,LU,30 - 39,1267,altersklasse_covid19,59014,10146,2.15,17.19,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.055,5.5
202119,LU,30 - 39,2074,altersklasse_covid19,59014,12220,3.51,20.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.09,9
202120,LU,30 - 39,4222,altersklasse_covid19,59014,16442,7.15,27.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.158,15.8
202121,LU,30 - 39,3343,altersklasse_covid19,59014,19785,5.66,33.53,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.135,13.5
202122,LU,30 - 39,4396,altersklasse_covid19,59014,24181,7.45,40.98,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.154,15.4
202123,LU,30 - 39,4139,altersklasse_covid19,59014,28320,7.01,47.99,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.15,15
202124,LU,30 - 39,6037,altersklasse_covid19,59014,34357,10.23,58.22,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.219,21.9
202052,LU,40 - 49,57,altersklasse_covid19,55340,57,0.1,0.1,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.094,9.4
202053,LU,40 - 49,24,altersklasse_covid19,55340,81,0.04,0.15,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.044,4.3999999999999995
202101,LU,40 - 49,456,altersklasse_covid19,55340,537,0.82,0.97,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.135,13.5
202102,LU,40 - 49,674,altersklasse_covid19,55340,1211,1.22,2.19,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.181,18.099999999999998
202103,LU,40 - 49,159,altersklasse_covid19,55340,1370,0.29,2.48,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.038,3.8
202104,LU,40 - 49,549,altersklasse_covid19,55340,1919,0.99,3.47,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.076,7.6
202105,LU,40 - 49,353,altersklasse_covid19,55340,2272,0.64,4.11,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.115,11.5
202106,LU,40 - 49,627,altersklasse_covid19,55340,2899,1.13,5.24,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.149,14.899999999999999
202107,LU,40 - 49,431,altersklasse_covid19,55340,3330,0.78,6.02,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.073,7.3
202108,LU,40 - 49,663,altersklasse_covid19,55340,3993,1.2,7.22,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.085,8.5
202109,LU,40 - 49,838,altersklasse_covid19,55340,4831,1.51,8.73,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.102,10.2
202110,LU,40 - 49,393,altersklasse_covid19,55340,5224,0.71,9.44,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.073,7.3
202111,LU,40 - 49,773,altersklasse_covid19,55340,5997,1.4,10.84,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.112,11.200000000000001
202112,LU,40 - 49,993,altersklasse_covid19,55340,6990,1.79,12.63,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.103,10.299999999999999
202113,LU,40 - 49,751,altersklasse_covid19,55340,7741,1.36,13.99,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.089,8.9
202114,LU,40 - 49,611,altersklasse_covid19,55340,8352,1.1,15.09,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.068,6.800000000000001
202115,LU,40 - 49,1011,altersklasse_covid19,55340,9363,1.83,16.92,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.099,9.9
202116,LU,40 - 49,1098,altersklasse_covid19,55340,10461,1.98,18.9,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.071,7.1
202117,LU,40 - 49,864,altersklasse_covid19,55340,11325,1.56,20.46,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.05,5
202118,LU,40 - 49,1850,altersklasse_covid19,55340,13175,3.34,23.81,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.08,8
202119,LU,40 - 49,2755,altersklasse_covid19,55340,15930,4.98,28.79,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.12,12
202120,LU,40 - 49,5103,altersklasse_covid19,55340,21033,9.22,38.01,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.191,19.1
202121,LU,40 - 49,3755,altersklasse_covid19,55340,24788,6.79,44.79,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.151,15.1
202122,LU,40 - 49,4758,altersklasse_covid19,55340,29546,8.6,53.39,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.167,16.7
202123,LU,40 - 49,4601,altersklasse_covid19,55340,34147,8.31,61.7,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.167,16.7
202124,LU,40 - 49,6759,altersklasse_covid19,55340,40906,12.21,73.92,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.245,24.5
202052,LU,50 - 59,94,altersklasse_covid19,62117,94,0.15,0.15,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.156,15.6
202053,LU,50 - 59,64,altersklasse_covid19,62117,158,0.1,0.25,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.117,11.700000000000001
202101,LU,50 - 59,687,altersklasse_covid19,62117,845,1.11,1.36,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.204,20.4
202102,LU,50 - 59,718,altersklasse_covid19,62117,1563,1.16,2.52,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.193,19.3
202103,LU,50 - 59,205,altersklasse_covid19,62117,1768,0.33,2.85,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.049,4.9
202104,LU,50 - 59,821,altersklasse_covid19,62117,2589,1.32,4.17,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.114,11.4
202105,LU,50 - 59,548,altersklasse_covid19,62117,3137,0.88,5.05,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.178,17.8
202106,LU,50 - 59,845,altersklasse_covid19,62117,3982,1.36,6.41,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.201,20.1
